epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,r2_score,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_r2_score
73,0.0008413622854277492,0.02116110548377037,6128.19189453125,0.0008413622854277492,0.9881430864334106,NA,NA,NA,NA,NA
74,0.0008217092254199088,0.02088663913309574,5640.884765625,0.0008217092254199088,0.9884200096130371,NA,NA,NA,NA,NA
75,0.0008025102433748543,0.020614836364984512,5152.47705078125,0.0008025102433748543,0.9886906147003174,NA,NA,NA,NA,NA
76,0.0007837804150767624,0.020345164462924004,4663.30078125,0.0007837804150767624,0.9889545440673828,NA,NA,NA,NA,NA
77,0.0007655348745174706,0.020081307739019394,4173.64501953125,0.0007655348745174706,0.9892116785049438,NA,NA,NA,NA,NA
78,0.0007477867766283453,0.019822483882308006,3683.859375,0.0007477867766283453,0.9894617795944214,NA,NA,NA,NA,NA
79,0.0007305485778488219,0.01956893689930439,3194.349365234375,0.0007305485778488219,0.9897047281265259,NA,NA,NA,NA,NA
80,0.0007138322107493877,0.019318625330924988,2705.60400390625,0.0007138322107493877,0.9899402856826782,NA,NA,NA,NA,NA
81,0.000697647628840059,0.019072797149419785,2218.081787109375,0.000697647628840059,0.9901683926582336,NA,NA,NA,NA,NA
82,0.0006820045528002083,0.018832175061106682,1732.36328125,0.0006820045528002083,0.990388810634613,NA,NA,NA,NA,NA
83,0.0006669103750027716,0.01859668269753456,1249.0238037109375,0.0006669103750027716,0.9906015396118164,NA,NA,NA,NA,NA
84,0.0006523712072521448,0.018368395045399666,768.6455688476562,0.0006523712072521448,0.9908064603805542,NA,NA,NA,NA,NA
85,0.0006383921718224883,0.018151002004742622,291.9931335449219,0.0006383921718224883,0.9910034537315369,NA,NA,NA,NA,NA
86,0.0006249764119274914,0.017941169440746307,203.9857635498047,0.0006249764119274914,0.9911925196647644,NA,NA,NA,NA,NA
87,0.0006121254409663379,0.017738085240125656,670.3302001953125,0.0006121254409663379,0.991373598575592,NA,NA,NA,NA,NA
88,0.0005998390261083841,0.017541682347655296,1130.870849609375,0.0005998390261083841,0.9915467500686646,NA,NA,NA,NA,NA
89,0.0005881150136701763,0.017357388511300087,1584.8074951171875,0.0005881150136701763,0.9917119741439819,NA,NA,NA,NA,NA
90,0.000576949620153755,0.01718275621533394,2031.367431640625,0.000576949620153755,0.991869330406189,NA,NA,NA,NA,NA
91,0.0005663371412083507,0.017016876488924026,2469.828369140625,0.0005663371412083507,0.9920188784599304,NA,NA,NA,NA,NA
92,0.0005562698934227228,0.016856307163834572,2899.340576171875,0.0005562698934227228,0.9921607375144958,NA,NA,NA,NA,NA
93,0.0005467386217787862,0.016703670844435692,3319.10498046875,0.0005467386217787862,0.9922950863838196,NA,NA,NA,NA,NA
94,0.0005377329653128982,0.016559526324272156,3728.431396484375,0.0005377329653128982,0.9924219846725464,NA,NA,NA,NA,NA
95,0.0005292401183396578,0.016422750428318977,4126.53466796875,0.0005292401183396578,0.9925416707992554,NA,NA,NA,NA,NA
96,0.0005212465184740722,0.016293030232191086,4512.74658203125,0.0005212465184740722,0.9926543235778809,NA,NA,NA,NA,NA
97,0.0005137365078553557,0.016167661175131798,4886.44775390625,0.0005137365078553557,0.9927601218223572,NA,NA,NA,NA,NA
98,0.0005066945450380445,0.016051653772592545,5246.9990234375,0.0005066945450380445,0.9928593635559082,NA,NA,NA,NA,NA
99,0.0005001028766855597,0.01594254933297634,5593.91796875,0.0005001028766855597,0.992952287197113,NA,NA,NA,NA,NA
100,0.0004939435166306794,0.01583908125758171,5926.74853515625,0.0004939435166306794,0.993039071559906,NA,NA,NA,NA,NA
101,0.00048819775111041963,0.015746232122182846,6245.09619140625,0.00048819775111041963,0.9931200742721558,NA,NA,NA,NA,NA
102,0.0004828459641430527,0.01566283032298088,6548.693359375,0.0004828459641430527,0.9931954741477966,NA,NA,NA,NA,NA
103,0.0004778688889928162,0.01558948215097189,6837.30419921875,0.0004778688889928162,0.9932656288146973,NA,NA,NA,NA,NA
104,0.00047324650222435594,0.01552459318190813,7110.79736328125,0.00047324650222435594,0.9933307766914368,NA,NA,NA,NA,NA
105,0.00046895898412913084,0.015465314500033855,7369.1044921875,0.00046895898412913084,0.9933911561965942,NA,NA,NA,NA,NA
106,0.00046498674782924354,0.015410501509904861,7612.330078125,0.00046498674782924354,0.9934471845626831,NA,NA,NA,NA,NA
