epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,r2_score,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_r2_score
0,0.21541276574134827,0.3852666914463043,55963.4765625,0.21541276574134827,-2.0357115268707275,NA,NA,NA,NA,NA
1,0.11638244241476059,0.2827449440956116,161172.015625,0.11638244241476059,-0.6401234865188599,NA,NA,NA,NA,NA
2,0.060157410800457,0.20362721383571625,267989.875,0.060157410800457,0.1522296667098999,NA,NA,NA,NA,NA
3,0.04052369296550751,0.16246327757835388,341945.09375,0.04052369296550751,0.4289185404777527,NA,NA,NA,NA,NA
4,0.031229842454195023,0.14319361746311188,321159.4375,0.031229842454195023,0.5598924160003662,NA,NA,NA,NA,NA
5,0.02202022448182106,0.11973211169242859,274438.71875,0.02202022448182106,0.6896792650222778,NA,NA,NA,NA,NA
6,0.013817326165735722,0.09409872442483902,219735.984375,0.013817326165735722,0.8052788972854614,NA,NA,NA,NA,NA
7,0.007604898884892464,0.06934916228055954,159912.46875,0.007604898884892464,0.8928276896476746,NA,NA,NA,NA,NA
8,0.004138048738241196,0.05321009084582329,101966.59375,0.004138048738241196,0.9416844248771667,NA,NA,NA,NA,NA
9,0.003024754114449024,0.04545199126005173,60385.76953125,0.003024754114449024,0.9573735594749451,NA,NA,NA,NA,NA
10,0.0028303563594818115,0.04259536415338516,42115.37109375,0.0028303563594818115,0.9601131081581116,NA,NA,NA,NA,NA
11,0.002772129373624921,0.041498955339193344,36150.61328125,0.002772129373624921,0.9609336853027344,NA,NA,NA,NA,NA
12,0.0027223604265600443,0.04089878499507904,34092.09375,0.0027223604265600443,0.9616350531578064,NA,NA,NA,NA,NA
13,0.002673108596354723,0.0404357947409153,33154.828125,0.002673108596354723,0.9623291492462158,NA,NA,NA,NA,NA
14,0.0026247897185385227,0.040016189217567444,32538.556640625,0.0026247897185385227,0.9630100727081299,NA,NA,NA,NA,NA
15,0.0025776743423193693,0.03961450979113579,32017.08203125,0.0025776743423193693,0.9636740684509277,NA,NA,NA,NA,NA
16,0.002531798090785742,0.039222970604896545,31526.90234375,0.002531798090785742,0.9643205404281616,NA,NA,NA,NA,NA
17,0.002487119985744357,0.03883957117795944,31050.03125,0.002487119985744357,0.9649502038955688,NA,NA,NA,NA,NA
18,0.0024435773957520723,0.038463328033685684,30581.30859375,0.0024435773957520723,0.9655637741088867,NA,NA,NA,NA,NA
19,0.002401106059551239,0.038093842566013336,30118.923828125,0.002401106059551239,0.9661623239517212,NA,NA,NA,NA,NA
20,0.002359645674005151,0.037729788571596146,29662.126953125,0.002359645674005151,0.9667466282844543,NA,NA,NA,NA,NA
21,0.0023191352374851704,0.037370987236499786,29210.337890625,0.0023191352374851704,0.967317521572113,NA,NA,NA,NA,NA
22,0.0022795202676206827,0.03701678290963173,28763.123046875,0.0022795202676206827,0.9678757786750793,NA,NA,NA,NA,NA
23,0.0022407465148717165,0.03666691109538078,28320.095703125,0.0022407465148717165,0.9684221744537354,NA,NA,NA,NA,NA
24,0.002202763920649886,0.036320820450782776,27880.814453125,0.002202763920649886,0.9689574837684631,NA,NA,NA,NA,NA
25,0.0021655261516571045,0.035978347063064575,27444.943359375,0.0021655261516571045,0.9694822430610657,NA,NA,NA,NA,NA
26,0.0021289875730872154,0.035639502108097076,27011.998046875,0.0021289875730872154,0.9699971675872803,NA,NA,NA,NA,NA
27,0.0020931062754243612,0.03530377522110939,26581.625,0.0020931062754243612,0.9705028533935547,NA,NA,NA,NA,NA
28,0.002057843841612339,0.03497126325964928,26153.41796875,0.002057843841612339,0.9709997773170471,NA,NA,NA,NA,NA
29,0.002023163950070739,0.034641083329916,25726.984375,0.002023163950070739,0.9714884757995605,NA,NA,NA,NA,NA
30,0.001989031909033656,0.03431263938546181,25301.958984375,0.001989031909033656,0.971969485282898,NA,NA,NA,NA,NA
31,0.001955417450517416,0.033985693007707596,24878.123046875,0.001955417450517416,0.9724432229995728,NA,NA,NA,NA,NA
32,0.001922291237860918,0.03366009518504143,24455.23046875,0.001922291237860918,0.9729100465774536,NA,NA,NA,NA,NA
33,0.0018896261462941766,0.03333654999732971,24033.06640625,0.0018896261462941766,0.973370373249054,NA,NA,NA,NA,NA
34,0.0018573991255834699,0.033014167100191116,23611.431640625,0.0018573991255834699,0.9738245606422424,NA,NA,NA,NA,NA
35,0.0018255895702168345,0.03269278258085251,23190.0859375,0.0018255895702168345,0.9742728471755981,NA,NA,NA,NA,NA
36,0.0017941775731742382,0.03237287327647209,22768.796875,0.0017941775731742382,0.9747154712677002,NA,NA,NA,NA,NA
37,0.0017631446244195104,0.03205462917685509,22347.375,0.0017631446244195104,0.975152850151062,NA,NA,NA,NA,NA
38,0.0017324769869446754,0.03173714131116867,21925.638671875,0.0017324769869446754,0.9755849838256836,NA,NA,NA,NA,NA
39,0.0017021587118506432,0.03142043203115463,21503.373046875,0.0017021587118506432,0.9760122895240784,NA,NA,NA,NA,NA
40,0.0016721758292987943,0.03110482357442379,21080.408203125,0.0016721758292987943,0.9764348268508911,NA,NA,NA,NA,NA
41,0.001642517396248877,0.03078921139240265,20656.62109375,0.001642517396248877,0.9768527746200562,NA,NA,NA,NA,NA
42,0.0016131710726767778,0.030474307015538216,20231.88671875,0.0016131710726767778,0.9772663116455078,NA,NA,NA,NA,NA
43,0.001584127196110785,0.03016108088195324,19805.97265625,0.001584127196110785,0.9776756167411804,NA,NA,NA,NA,NA
44,0.0015553757548332214,0.029849043115973473,19378.84375,0.0015553757548332214,0.9780808091163635,NA,NA,NA,NA,NA
45,0.0015269091818481684,0.029536563903093338,18950.380859375,0.0015269091818481684,0.9784820079803467,NA,NA,NA,NA,NA
46,0.0014987202594056726,0.029224583879113197,18520.40234375,0.0014987202594056726,0.9788792133331299,NA,NA,NA,NA,NA
47,0.0014708020025864244,0.028912240639328957,18088.806640625,0.0014708020025864244,0.9792726635932922,NA,NA,NA,NA,NA
48,0.0014431494055315852,0.028600018471479416,17655.5546875,0.0014431494055315852,0.9796623587608337,NA,NA,NA,NA,NA
49,0.001415757928043604,0.028289347887039185,17220.4921875,0.001415757928043604,0.9800483584403992,NA,NA,NA,NA,NA
50,0.0013886243104934692,0.02797950990498066,16783.580078125,0.0013886243104934692,0.9804307818412781,NA,NA,NA,NA,NA
51,0.001361745991744101,0.02767038345336914,16344.7529296875,0.001361745991744101,0.9808095693588257,NA,NA,NA,NA,NA
52,0.0013351219240576029,0.02736198902130127,15903.828125,0.0013351219240576029,0.981184720993042,NA,NA,NA,NA,NA
53,0.0013087508268654346,0.02705533243715763,15460.818359375,0.0013087508268654346,0.9815564155578613,NA,NA,NA,NA,NA
54,0.0012826332822442055,0.026749396696686745,15015.689453125,0.0012826332822442055,0.9819244742393494,NA,NA,NA,NA,NA
55,0.0012567704543471336,0.026442987844347954,14568.33984375,0.0012567704543471336,0.9822888970375061,NA,NA,NA,NA,NA
56,0.001231164438650012,0.026137372478842735,14118.7216796875,0.001231164438650012,0.9826498031616211,NA,NA,NA,NA,NA
57,0.0012058187276124954,0.02583356387913227,13666.8056640625,0.0012058187276124954,0.9830069541931152,NA,NA,NA,NA,NA
58,0.0011807370465248823,0.02553018555045128,13212.587890625,0.0011807370465248823,0.9833604097366333,NA,NA,NA,NA,NA
59,0.0011559234699234366,0.025227222591638565,12755.970703125,0.0011559234699234366,0.9837101101875305,NA,NA,NA,NA,NA
60,0.0011313850991427898,0.024925127625465393,12297.044921875,0.0011313850991427898,0.9840559363365173,NA,NA,NA,NA,NA
61,0.0011071264743804932,0.024623369798064232,11835.7255859375,0.0011071264743804932,0.9843977689743042,NA,NA,NA,NA,NA
62,0.0010831563267856836,0.02432258613407612,11372.0517578125,0.0010831563267856836,0.9847356081008911,NA,NA,NA,NA,NA
63,0.0010594818741083145,0.02402488701045513,10906.02734375,0.0010594818741083145,0.985069215297699,NA,NA,NA,NA,NA
64,0.0010361118474975228,0.023729460313916206,10437.6640625,0.0010361118474975228,0.985398530960083,NA,NA,NA,NA,NA
65,0.0010130564915016294,0.02343374490737915,9967.021484375,0.0010130564915016294,0.9857234954833984,NA,NA,NA,NA,NA
66,0.000990325235761702,0.023141494020819664,9494.146484375,0.000990325235761702,0.9860438108444214,NA,NA,NA,NA,NA
67,0.0009679304203018546,0.022853054106235504,9019.091796875,0.0009679304203018546,0.9863594174385071,NA,NA,NA,NA,NA
68,0.000945883453823626,0.022566037252545357,8541.955078125,0.000945883453823626,0.9866701364517212,NA,NA,NA,NA,NA
69,0.0009241977822966874,0.022282179445028305,8062.78369140625,0.0009241977822966874,0.9869757294654846,NA,NA,NA,NA,NA
70,0.0009028877248056233,0.022000661119818687,7581.6796875,0.0009028877248056233,0.987276017665863,NA,NA,NA,NA,NA
71,0.0008819676586426795,0.021718543022871017,7098.76416015625,0.0008819676586426795,0.9875708222389221,NA,NA,NA,NA,NA
72,0.0008614539983682334,0.021438099443912506,6614.22314453125,0.0008614539983682334,0.9878599047660828,NA,NA,NA,NA,NA
