epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,r2_score,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_r2_score
45,0.0015529204392805696,0.03030800260603428,26196.466796875,0.0015529204392805696,0.978115439414978,NA,NA,NA,NA,NA
46,0.001538058277219534,0.03013518825173378,25720.103515625,0.001538058277219534,0.9783248901367188,NA,NA,NA,NA,NA
47,0.0015234255697578192,0.029964689165353775,25247.171875,0.0015234255697578192,0.9785310626029968,NA,NA,NA,NA,NA
48,0.0015090219676494598,0.029796363785862923,24777.69921875,0.0015090219676494598,0.9787340760231018,NA,NA,NA,NA,NA
49,0.0014948424650356174,0.029629653319716454,24311.669921875,0.0014948424650356174,0.9789338707923889,NA,NA,NA,NA,NA
50,0.0014808867126703262,0.029464133083820343,23849.111328125,0.0014808867126703262,0.9791305661201477,NA,NA,NA,NA,NA
51,0.0014671514509245753,0.029300160706043243,23390.03515625,0.0014671514509245753,0.9793241024017334,NA,NA,NA,NA,NA
52,0.0014536334201693535,0.029137488454580307,22934.451171875,0.0014536334201693535,0.9795145988464355,NA,NA,NA,NA,NA
53,0.0014403314562514424,0.02897593192756176,22482.35546875,0.0014403314562514424,0.9797020554542542,NA,NA,NA,NA,NA
54,0.0014272424159571528,0.028815556317567825,22033.783203125,0.0014272424159571528,0.979886531829834,NA,NA,NA,NA,NA
55,0.0014143639709800482,0.028656860813498497,21588.748046875,0.0014143639709800482,0.980068027973175,NA,NA,NA,NA,NA
56,0.001401693094521761,0.028499595820903778,21147.216796875,0.001401693094521761,0.9802466034889221,NA,NA,NA,NA,NA
57,0.0013892280403524637,0.02834433875977993,20709.255859375,0.0013892280403524637,0.9804222583770752,NA,NA,NA,NA,NA
58,0.0013769656652584672,0.028190840035676956,20274.86328125,0.0013769656652584672,0.980595052242279,NA,NA,NA,NA,NA
59,0.0013649038737639785,0.028038982301950455,19843.99609375,0.0013649038737639785,0.9807650446891785,NA,NA,NA,NA,NA
60,0.0013530395226553082,0.027888597920536995,19416.7578125,0.0013530395226553082,0.9809322357177734,NA,NA,NA,NA,NA
61,0.0013413705164566636,0.02773956209421158,18993.080078125,0.0013413705164566636,0.9810966849327087,NA,NA,NA,NA,NA
62,0.0013298944104462862,0.027591785416007042,18572.96875,0.0013298944104462862,0.9812583923339844,NA,NA,NA,NA,NA
63,0.0013186082942411304,0.02744508907198906,18156.447265625,0.0013186082942411304,0.9814174771308899,NA,NA,NA,NA,NA
64,0.001307510188780725,0.027300063520669937,17743.5546875,0.001307510188780725,0.9815738797187805,NA,NA,NA,NA,NA
65,0.001296596834436059,0.027156561613082886,17334.21484375,0.001296596834436059,0.981727659702301,NA,NA,NA,NA,NA
66,0.0012858655536547303,0.027014482766389847,16928.4765625,0.0012858655536547303,0.9818788766860962,NA,NA,NA,NA,NA
67,0.0012753152986988425,0.026873517781496048,16526.380859375,0.0012753152986988425,0.9820275902748108,NA,NA,NA,NA,NA
68,0.0012649416457861662,0.026734624058008194,16127.861328125,0.0012649416457861662,0.9821737408638,NA,NA,NA,NA,NA
69,0.0012547437800094485,0.02659773640334606,15732.9521484375,0.0012547437800094485,0.9823175072669983,NA,NA,NA,NA,NA
70,0.0012447178596630692,0.02646235190331936,15341.6416015625,0.0012447178596630692,0.982458770275116,NA,NA,NA,NA,NA
71,0.0012348617892712355,0.026328524574637413,14953.9580078125,0.0012348617892712355,0.9825976490974426,NA,NA,NA,NA,NA
72,0.0012251735897734761,0.026196597144007683,14569.8701171875,0.0012251735897734761,0.982734203338623,NA,NA,NA,NA,NA
73,0.0012156503507867455,0.026066839694976807,14189.353515625,0.0012156503507867455,0.9828684329986572,NA,NA,NA,NA,NA
74,0.0012062893947586417,0.025938399136066437,13812.4873046875,0.0012062893947586417,0.9830003380775452,NA,NA,NA,NA,NA
75,0.0011970880441367626,0.025811688974499702,13439.1796875,0.0011970880441367626,0.9831299781799316,NA,NA,NA,NA,NA
76,0.0011880446691066027,0.025686223059892654,13069.5009765625,0.0011880446691066027,0.9832574129104614,NA,NA,NA,NA,NA
77,0.0011791563592851162,0.025561846792697906,12703.38671875,0.0011791563592851162,0.9833827018737793,NA,NA,NA,NA,NA
