epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,r2_score,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_r2_score
1,25410.5927734375,0.4222800076007843,25410.5927734375,0.25706889629364016,-2.1837628841400147,94.3432388305664,0.39550015330314636,94.3432388305664,0.15872655510902406,-65.08133544921876
2,10098.9603515625,0.4287933945655823,10098.9603515625,0.2611569583415985,-2.234393072128296,98.4820068359375,0.41263521909713746,98.4820068359375,0.17260313630104065,-70.85845947265625
3,14493.15,0.42264471054077146,14493.15,0.2564809888601303,-2.1764816761016847,96.75782318115235,0.40552754402160646,96.75782318115235,0.1667986899614334,-68.44194183349609
4,8834.05546875,0.43345818519592283,8834.0552734375,0.2662601411342621,-2.29759521484375,98.98396301269531,0.4147416949272156,98.98396301269531,0.17436798810958862,-71.59320526123047
