epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,r2_score,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_r2_score
3,14281.89765625,0.41702849268913267,14281.89765625,0.2504347592592239,-2.1015999794006346,93.07112426757813,0.39011682868003844,93.07112426757813,0.15474842190742494,-63.4247444152832
4,11191.573828125,0.40786114931106565,11191.573828125,0.24016148447990418,-1.9743669509887696,93.6911865234375,0.3926768720149994,93.6911865234375,0.15673008263111116,-64.24974899291992
